,WMA value,OBV Value,VPT Value,Adj Close
1012,2876.29,,,
1013,2874.98,,,
1014,2873.48,,,
1015,2871.88,,,
1016,2870.43,,,
1017,2869.06,,,
1018,2867.88,,,
1019,2866.86,,,
1020,2865.89,,,
1021,2864.91,,,
1022,2864.11,,,
1023,2863.35,,,
1024,2862.64,,,
1025,2861.96,,,
1026,2861.38,,,
1027,2860.84,,,
1028,2860.41,,,
1029,2860.07,,,
1030,2859.79,,,
1031,2859.46,,,
1032,2858.97,,,
1033,2858.39,,,
1034,2857.76,,,
1035,2857.07,,,
1036,2856.47,,,
1037,2855.94,,,
1038,2855.46,,,
1039,2854.94,,,
1040,2854.45,,,
1041,2853.98,,,
1042,2853.63,,,
1043,2853.4,,,
1044,2853.49,,,
1045,2853.78,,,
1046,2854.0,,,
1047,2854.1,,,
1048,2854.11,,,
1049,2854.08,,,
1050,2854.13,,,
1051,2854.34,,,
1052,2854.75,,,
1053,2855.25,,,
1054,2855.93,,,
1055,2856.85,,,
1056,2857.85,,,
1057,2858.96,,,
1058,2860.07,,,
1059,2861.27,,,
1060,2862.42,,,
1061,2863.79,,,
1062,2865.52,,,
1063,2867.42,,,
1064,2869.21,,,
1065,2871.08,,,
1066,2872.64,,,
1067,2874.18,,,
1068,2875.76,,,
1069,2877.5,,,
1070,2879.41,,,
1071,2881.63,,,
1072,2883.77,,,
1073,2885.97,,,
1074,2888.16,,,
1075,2890.35,,,
1076,2892.56,,,
1077,2894.79,,,
1078,2896.94,,,
1079,2899.05,,,
1080,2901.07,,,
1081,2903.0,,,
1082,2904.78,,,
1083,2906.46,,,
1084,2907.97,,,
1085,2909.24,,,
1086,2910.33,,,
1087,2911.31,,,
1088,2912.22,,,
1089,2913.0,,,
1090,2913.84,,,
1091,2914.56,,,
1092,2915.1,,,
1093,2915.52,,,
1094,2916.02,,,
1095,2916.48,,,
1096,2917.17,,,
1097,2917.81,,,
1098,2918.4,,,
1099,2918.83,,,
1100,2919.0,,,
1101,2918.81,,,
1102,2918.66,,,
1103,2918.54,,,
1104,2918.45,,,
1105,2918.33,,,
1106,2918.18,,,
1107,2917.99,,,
1108,2917.75,,,
1109,2917.5,,,
1110,2917.24,,,
1111,2916.96,,,
1112,2916.69,,,
1113,2916.43,,,
1114,2916.15,,,
1115,2915.87,,,
1116,2915.67,,,
1117,2915.51,,,
1118,2915.36,,,
1119,2915.17,,,
1120,2914.96,,,
1121,2914.76,,,
1122,2914.57,,,
1123,2914.37,,,
1124,2914.21,,,
1125,2914.01,,,
1126,2913.78,,,
1127,2913.55,,,
1128,2913.22,,,
1129,2912.82,,,
1130,2912.35,,,
1131,2911.88,,,
1132,2911.41,,,
1133,2910.97,,,
1134,2910.55,,,
1135,2910.14,,,
1136,2909.71,,,
1137,2909.34,,,
1138,2908.98,,,
1139,2908.52,,,
1140,2907.98,,,
1141,2907.43,,,
1142,2906.86,,,
1143,2906.3,,,
1144,2905.79,,,
1145,2905.19,,,
1146,2904.59,,,
1147,2904.09,,,
1148,2903.75,,,
1149,2903.52,,,
1150,2903.39,,,
1151,2903.24,,,
1152,2903.11,,,
1153,2903.06,,,
1154,2903.06,,,
1155,2903.18,,,
1156,2903.36,,,
1157,2903.62,,,
1158,2903.93,,,
1159,2904.27,,,
1160,2904.68,,,
1161,2905.08,,,
1162,2905.47,,,
1163,2905.78,,,
1164,2906.06,,,
1165,2906.37,,,
1166,2906.67,,,
1167,2906.9,,,
1168,2907.16,,,
1169,2907.52,,,
1170,2908.0,,,
1171,2908.56,,,
1172,2909.14,,,
1173,2909.7,,,
1174,2910.22,,,
1175,2910.79,,,
1176,2911.2,,,
1177,2911.43,,,
1178,2911.51,,,
1179,2911.49,,,
1180,2911.35,,,
1181,2911.21,,,
1182,2911.03,,,
1183,2910.85,,,
1184,2910.64,,,
1185,2910.34,,,
1186,2910.02,,,
1187,2909.62,,,
1188,2909.11,,,
1189,2908.61,,,
1190,2908.08,,,
1191,2907.55,,,
1192,2907.04,,,
1193,2906.54,,,
1194,2905.97,,,
1195,2905.4,,,
1196,2904.83,,,
1197,2904.24,,,
1198,2903.63,,,
1199,2903.04,,,
1200,2902.47,,,
1201,2901.93,,,
1202,2901.44,,,
1203,2900.94,,,
1204,2900.43,,,
1205,2899.93,,,
1206,2899.5,,,
1207,2899.15,,,
1208,2898.83,,,
1209,2898.49,,,
1210,2898.18,,,
1211,2897.87,,,
1212,2897.54,,,
1213,2897.16,,,
1214,2896.79,,,
1215,2896.43,,,
1216,2896.13,,,
1217,2895.82,,,
1218,2895.55,,,
1219,2895.27,,,
1220,2894.93,,,
1221,2894.54,,,
1222,2894.12,,,
1223,2893.77,,,
1224,2893.53,,,
1225,2893.34,,,
1226,2893.29,,,
1227,2893.36,,,
1228,2893.53,,,
1229,2893.78,,,
1230,2894.06,,,
1231,2894.39,,,
1232,2894.9,,,
1233,2895.74,,,
1234,2896.81,,,
1235,2897.95,,,
1236,2899.07,,,
1237,2900.14,,,
1238,2901.18,,,
1239,2902.3,,,
1240,2903.53,,,
1241,2904.82,,,
1242,2906.1,,,
1243,2907.35,,,
1244,2908.46,,,
1245,2909.47,,,
1246,2910.46,,,
1247,2911.53,,,
1248,2912.7,,,
1249,2913.93,,,
1250,2915.25,,,
1251,2916.67,,,
1252,2918.18,,,
1253,2919.65,,,
1254,2921.13,,,
1255,2922.59,,,
1256,2923.73,,,
1257,2924.86,,,
1258,2926.05,,,
1259,2927.3,,,
1260,2928.69,,,
1261,2930.03,,,
1262,2931.24,,,
1263,2932.21,,,
1264,2933.04,,,
1265,2933.85,,,
1266,2934.69,,,
1267,2935.59,,,
1268,2936.51,,,
1269,2937.34,,,
1270,2937.97,,,
1271,2938.49,,,
1272,2939.02,,,
1273,2939.56,,,
1274,2940.21,,,
1275,2940.91,,,
1276,2941.47,,,
1277,2941.93,,,
1278,2942.33,,,
1279,2942.7,,,
1280,2943.02,,,
1281,2943.27,,,
1282,2943.46,,,
1283,2943.69,,,
1284,2943.89,,,
1285,2944.11,,,
1286,2944.56,,,
1287,2944.96,,,
1288,2945.27,,,
1289,2945.38,,,
1290,2945.29,,,
1291,2945.13,,,
1292,2944.95,,,
1293,2944.74,,,
1294,2944.55,,,
1295,2944.32,,,
1296,2944.04,,,
1297,2943.65,,,
1298,2943.15,,,
1299,2942.64,,,
1300,2942.16,,,
1301,2941.71,,,
1302,2941.27,,,
1303,2940.87,,,
1304,2940.44,,,
1305,2940.07,,,
1306,2939.75,,,
1307,2939.48,,,
1308,2939.27,,,
1309,2939.06,,,
1310,2938.89,,,
1311,2938.72,,,
1312,2938.51,,,
1313,2938.35,,,
1314,2938.41,,,
1315,2938.55,,,
1316,2938.88,,,
1317,2939.27,,,
1318,2939.72,,,
1319,2940.21,,,
1320,2940.8,,,
1321,2941.48,,,
1322,2942.23,,,
1323,2943.05,,,
1324,2943.83,,,
1325,2944.63,,,
1326,2945.34,,,
1327,2946.0,,,
1328,2946.65,,,
1329,2947.38,,,
1330,2948.22,,,
1331,2949.37,,,
1332,2950.72,,,
1333,2952.22,,,
1334,2953.77,,,
1335,2955.46,,,
1336,2957.26,,,
1337,2959.13,,,
1338,2960.94,,,
1339,2962.71,,,
1340,2964.48,,,
1341,2966.27,,,
1342,2968.14,,,
1343,2969.92,,,
1344,2971.43,,,
1345,2972.78,,,
1346,2973.86,,,
1347,2974.75,,,
1348,2975.47,,,
1349,2976.14,,,
1350,2976.75,,,
1351,2977.29,,,
1352,2977.71,,,
1353,2978.07,,,
1354,2978.44,,,
1355,2978.86,,,
1356,2979.44,,,
1357,2980.06,,,
1358,2980.83,,,
1359,2981.56,,,
1360,2982.2,,,
1361,2982.59,,,
1362,2982.77,,,
1363,2982.86,,,
1364,2982.91,,,
1365,2982.85,,,
1366,2982.74,,,
1367,2982.66,,,
1368,2982.66,,,
1369,2982.74,,,
1370,2982.86,,,
1371,2982.95,,,
1372,2983.03,,,
1373,2983.06,,,
1374,2983.11,,,
1375,2983.19,,,
1376,2983.32,,,
1377,2983.52,,,
1378,2983.81,,,
1379,2984.07,,,
1380,2984.32,,,
1381,2984.54,,,
1382,2984.72,,,
1383,2984.84,,,
1384,2984.95,,,
1385,2985.04,,,
1386,2985.15,,,
1387,2985.41,,,
1388,2985.68,,,
1389,2985.99,,,
1390,2986.34,,,
1391,2986.63,,,
1392,2986.89,,,
1393,2987.17,,,
1394,2987.55,,,
1395,2987.98,,,
1396,2988.43,,,
1397,2988.86,,,
1398,2989.24,,,
1399,2989.55,,,
1400,2989.85,,,
1401,2990.18,,,
1402,2990.53,,,
1403,2990.88,,,
1404,2991.22,,,
1405,2991.53,,,
1406,2991.89,,,
1407,2992.28,,,
1408,2992.67,,,
1409,2993.06,,,
1410,2993.41,,,
1411,2993.74,,,
1412,2994.1,,,
1413,2994.51,,,
1414,2994.96,,,
1415,2995.45,,,
1416,2995.94,,,
1417,2996.37,,,
1418,2996.8,,,
1419,2997.24,,,
1420,2997.64,,,
1421,2998.05,,,
1422,2998.45,,,
1423,2998.79,,,
1424,2999.04,,,
1425,2999.21,,,
1426,2999.33,,,
1427,2999.5,,,
1428,2999.79,,,
1429,3000.2,,,
1430,3000.5,,,
1431,3000.7,,,
1432,3000.88,,,
1433,3001.03,,,
1434,3001.16,,,
1435,3001.39,,,
1436,3001.67,,,
1437,3001.95,,,
1438,3002.21,,,
1439,3002.49,,,
1440,3002.82,,,
1441,3003.18,,,
1442,3003.54,,,
1443,3003.87,,,
1444,3004.08,,,
1445,3004.16,,,
1446,3004.08,,,
1447,3004.02,,,
1448,3003.88,,,
1449,3003.71,,,
1450,3003.51,,,
1451,3003.34,,,
1452,3003.21,,,
1453,3003.11,,,
1454,3003.05,,,
1455,3002.98,,,
1456,3002.85,,,
1457,3002.59,,,
1458,3002.21,,,
1459,3001.68,,,
1460,3001.2,,,
1461,3000.77,,,
1462,3000.33,,,
1463,2999.9,,,
1464,2999.55,,,
1465,2999.1,,,
1466,2998.56,,,
1467,2998.0,,,
1468,2997.46,,,
1469,2996.88,,,
1470,2996.32,,,
1471,2995.84,,,
1472,2995.5,,,
1473,2995.26,,,
1474,2995.07,,,
1475,2994.93,,,
1476,2994.9,,,
1477,2994.87,,,
1478,2994.94,,,
1479,2995.04,,,
1480,2995.17,,,
1481,2995.3,,,
1482,2995.39,,,
1483,2995.42,,,
1484,2995.36,,,
1485,2995.3,,,
1486,2995.24,,,
1487,2995.23,,,
1488,2995.25,,,
1489,2995.33,,,
1490,2995.51,,,
1491,2995.85,,,
1492,2996.21,,,
1493,2996.61,,,
1494,2997.04,,,
1495,2997.49,,,
1496,2997.91,,,
1497,2998.32,,,
1498,2998.77,,,
1499,2999.27,,,
1500,2999.77,,,
1501,3000.12,,,
1502,3000.28,,,
1503,3000.17,,,
1504,2999.91,,,
1505,2999.59,,,
1506,2999.18,,,
1507,2998.71,,,
1508,2998.03,,,
1509,2997.25,,,
1510,2996.37,,,
1511,2995.43,,,
1512,2994.5,,,
1513,2993.63,,,
1514,2992.79,,,
1515,2992.0,,,
1516,2991.3,,,
1517,2990.53,,,
1518,2989.77,,,
1519,2989.15,,,
1520,2988.57,,,
1521,2987.96,,,
1522,2987.34,,,
1523,2986.58,,,
1524,2985.55,,,
1525,2984.45,,,
1526,2983.34,,,
1527,2982.17,,,
1528,2980.97,,,
1529,2979.68,,,
1530,2978.36,,,
1531,2977.13,,,
1532,2975.96,,,
1533,2974.89,,,
1534,2973.95,,,
1535,2973.03,,,
1536,2972.16,,,
1537,2971.34,,,
1538,2970.66,,,
1539,2970.06,,,
1540,2969.64,,,
1541,2969.3,,,
1542,2968.98,,,
1543,2968.68,,,
1544,2968.36,,,
1545,2967.99,,,
1546,2967.53,,,
1547,2967.11,,,
1548,2966.64,,,
1549,2966.01,,,
1550,2965.28,,,
1551,2964.49,,,
1552,2963.76,,,
1553,2963.17,,,
1554,2962.83,,,
1555,2962.58,,,
1556,2962.39,,,
1557,2962.25,,,
1558,2962.14,,,
1559,2962.13,,,
1560,2962.14,,,
1561,2962.06,,,
1562,2961.98,,,
1563,2961.89,,,
1564,2961.79,,,
1565,2961.75,,,
1566,2961.73,,,
1567,2961.69,,,
1568,2961.62,,,
1569,2961.52,,,
1570,2961.3,,,
1571,2961.08,,,
1572,2960.81,,,
1573,2960.53,,,
1574,2960.28,,,
1575,2960.03,,,
1576,2959.82,,,
1577,2959.63,,,
1578,2959.4,,,
1579,2959.17,,,
1580,2958.9,,,
1581,2958.61,,,
1582,2958.24,,,
1583,2957.88,,,
1584,2957.53,,,
1585,2957.19,,,
1586,2956.87,,,
1587,2956.57,,,
1588,2956.23,,,
1589,2955.84,,,
1590,2955.41,,,
1591,2954.99,,,
1592,2954.53,,,
1593,2954.18,,,
1594,2953.88,,,
1595,2953.58,,,
1596,2953.31,,,
1597,2953.1,,,
1598,2952.91,,,
1599,2952.76,,,
1600,2952.67,,,
1601,2952.56,,,
1602,2952.41,,,
1603,2952.25,,,
1604,2952.09,,,
1605,2951.96,,,
1606,2951.83,,,
1607,2951.73,,,
1608,2951.69,,,
1609,2951.71,,,
1610,2951.74,,,
1611,2951.77,,,
1612,2951.86,,,
1613,2952.0,,,
1614,2952.2,,,
1615,2952.44,,,
1616,2952.65,,,
1617,2952.81,,,
1618,2952.92,,,
1619,2953.01,,,
1620,2953.16,,,
1621,2953.37,,,
1622,2953.65,,,
1623,2953.91,,,
1624,2954.18,,,
1625,2954.44,,,
1626,2954.7,,,
1627,2954.92,,,
1628,2955.17,,,
1629,2955.48,,,
1630,2955.82,,,
1631,2956.21,,,
1632,2956.63,,,
1633,2957.04,,,
1634,2957.41,,,
1635,2957.78,,,
1636,2958.19,,,
1637,2958.56,,,
1638,2958.94,,,
1639,2959.3,,,
1640,2959.69,,,
1641,2960.07,,,
1642,2960.42,,,
1643,2960.69,,,
1644,2960.87,,,
1645,2961.0,,,
1646,2961.13,,,
1647,2961.33,,,
1648,2961.6,,,
1649,2961.93,,,
1650,2962.21,,,
1651,2962.4,,,
1652,2962.52,,,
1653,2962.64,,,
1654,2962.73,,,
1655,2962.84,,,
1656,2962.94,,,
1657,2963.05,,,
1658,2963.15,,,
1659,2963.21,,,
1660,2963.21,,,
1661,2963.22,,,
1662,2963.24,,,
1663,2963.25,,,
1664,2963.25,,,
1665,2963.24,,,
1666,2963.18,,,
1667,2963.13,,,
1668,2963.1,,,
1669,2963.1,,,
1670,2963.14,,,
1671,2963.21,,,
1672,2963.26,,,
1673,2963.31,,,
1674,2963.3,,,
1675,2963.27,,,
1676,2963.29,,,
1677,2963.32,,,
1678,2963.36,,,
1679,2963.47,,,
1680,2963.64,,,
1681,2963.93,,,
1682,2964.26,,,
1683,2964.54,,,
1684,2964.75,,,
1685,2964.83,,,
1686,2964.85,,,
1687,2964.84,,,
1688,2964.83,,,
1689,2964.8,,,
1690,2964.76,,,
1691,2964.66,,,
1692,2964.6,,,
1693,2964.58,,,
1694,2964.62,,,
1695,2964.69,,,
1696,2964.75,,,
1697,2964.74,,,
1698,2964.64,,,
1699,2964.47,,,
1700,2964.22,,,
1701,2963.97,,,
1702,2963.79,,,
1703,2963.62,,,
1704,2963.59,,,
1705,2963.74,,,
1706,2964.06,,,
1707,2964.35,,,
1708,2964.54,,,
1709,2964.64,,,
1710,2964.69,,,
1711,2964.63,,,
1712,2964.58,,,
1713,2964.6,,,
1714,2964.71,,,
1715,2964.91,,,
1716,2965.19,,,
1717,2965.5,,,
1718,2965.82,,,
1719,2966.15,,,
1720,2966.47,,,
1721,2966.82,,,
1722,2967.09,,,
1723,2967.33,,,
1724,2967.53,,,
1725,2967.67,,,
1726,2967.82,,,
1727,2968.0,,,
1728,2968.29,,,
1729,2968.63,,,
1730,2969.02,,,
1731,2969.42,,,
1732,2969.74,,,
1733,2970.03,,,
1734,2970.17,,,
1735,2970.12,,,
1736,2969.84,,,
1737,2969.58,,,
1738,2969.35,,,
1739,2969.1,,,
1740,2968.89,,,
1741,2968.68,,,
1742,2968.42,,,
1743,2968.13,,,
1744,2967.82,,,
1745,2967.51,,,
1746,2967.21,,,
1747,2966.93,,,
1748,2966.64,,,
1749,2966.39,,,
1750,2966.2,,,
1751,2966.02,,,
1752,2965.86,,,
1753,2965.7,,,
1754,2965.58,,,
1755,2965.51,,,
1756,2965.45,,,
1757,2965.44,,,
1758,2965.39,,,
1759,2965.31,,,
1760,2965.24,,,
1761,2965.16,,,
1762,2965.05,,,
1763,2964.97,,,
1764,2964.91,,,
1765,2964.88,,,
1766,2964.84,,,
1767,2964.76,,,
1768,2964.68,,,
1769,2964.62,,,
1770,2964.59,,,
1771,2964.59,,,
1772,2964.62,,,
1773,2964.6,,,
1774,2964.52,,,
1775,2964.38,,,
1776,2964.27,,,
1777,2964.2,,,
1778,2964.22,,,
1779,2964.19,,,
1780,2964.06,,,
1781,2963.92,,,
1782,2963.77,,,
1783,2963.67,,,
1784,2963.58,,,
1785,2963.47,,,
1786,2963.41,,,
1787,2963.33,,,
1788,2963.26,,,
1789,2963.22,,,
1790,2963.24,,,
1791,2963.28,,,
1792,2963.35,,,
1793,2963.5,,,
1794,2963.72,,,
1795,2964.05,,,
1796,2964.51,,,
1797,2965.08,,,
1798,2965.69,,,
1799,2966.27,,,
1800,2966.77,,,
1801,2967.28,,,
1802,2967.96,,,
1803,2968.69,,,
1804,2969.63,,,
1805,2970.78,,,
2021-09-01 00:00:00,,,,2904.31005859375
2021-09-02 00:00:00,,,,2865.739990234375
2021-09-03 00:00:00,,,,2874.7900390625
2021-09-07 00:00:00,,,,2885.610107421875
2021-09-08 00:00:00,,,,2873.820068359375
2021-09-09 00:00:00,,,,2870.820068359375
2021-09-10 00:00:00,,,,2817.52001953125
2021-09-13 00:00:00,,,,2846.64990234375
2021-09-14 00:00:00,,,,2850.889892578125
2021-09-15 00:00:00,,,,2888.590087890625
2021-09-16 00:00:00,,,,2872.199951171875
2021-09-17 00:00:00,,,,2816.0
2021-09-20 00:00:00,,,,2774.389892578125
2021-09-21 00:00:00,,,,2780.659912109375
2021-09-22 00:00:00,,,,2805.669921875
2021-09-23 00:00:00,,,,2824.320068359375
2021-09-24 00:00:00,,,,2844.300048828125
2021-09-27 00:00:00,,,,2821.43994140625
2021-09-28 00:00:00,,,,2716.60009765625
2021-09-29 00:00:00,,,,2687.070068359375
2021-09-30 00:00:00,,,,2673.52001953125
2021-10-01 00:00:00,,,,2730.860107421875
2021-10-04 00:00:00,,,,2673.18994140625
2021-10-05 00:00:00,,,,2720.4599609375
2021-10-06 00:00:00,,,,2751.300048828125
2021-10-07 00:00:00,,,,2784.5
2021-10-08 00:00:00,,,,2795.7099609375
2021-10-11 00:00:00,,,,2778.280029296875
2021-10-12 00:00:00,,,,2728.97998046875
2021-10-13 00:00:00,,,,2751.639892578125
2021-10-14 00:00:00,,,,2823.02001953125
2021-10-15 00:00:00,,,,2827.360107421875
2021-10-18 00:00:00,,,,2855.56005859375
2021-10-19 00:00:00,,,,2864.739990234375
2021-10-20 00:00:00,,,,2835.3798828125
2021-10-21 00:00:00,,,,2837.719970703125
2021-10-22 00:00:00,,,,2751.330078125
2021-10-25 00:00:00,,,,2748.93994140625
2021-10-26 00:00:00,,,,2786.169921875
2021-10-27 00:00:00,,,,2924.35009765625
2021-10-28 00:00:00,,,,2916.97998046875
2021-10-29 00:00:00,,,,2960.919921875
2021-11-01 00:00:00,,,,2869.93994140625
2021-11-02 00:00:00,,,,2908.64990234375
2021-11-03 00:00:00,,,,2931.9599609375
2021-11-04 00:00:00,,,,2965.35009765625
2021-11-05 00:00:00,,,,2977.0400390625
2021-11-08 00:00:00,,,,2980.6201171875
2021-11-09 00:00:00,,,,2978.3701171875
2021-11-10 00:00:00,,,,2917.8701171875
2021-11-11 00:00:00,,,,2915.330078125
2021-11-12 00:00:00,,,,2973.56005859375
2021-11-15 00:00:00,,,,2969.0400390625
2021-11-16 00:00:00,,,,2957.52001953125
2021-11-17 00:00:00,,,,2960.93994140625
2021-11-18 00:00:00,,,,2996.77001953125
2021-11-19 00:00:00,,,,2978.530029296875
2021-11-22 00:00:00,,,,2926.0400390625
2021-11-23 00:00:00,,,,2915.639892578125
2021-11-24 00:00:00,,,,2922.39990234375
2021-11-26 00:00:00,,,,2843.659912109375
2021-11-29 00:00:00,,,,2910.610107421875
2021-11-30 00:00:00,,,,2837.949951171875
2021-12-01 00:00:00,,,,2821.030029296875
2021-12-02 00:00:00,,,,2859.320068359375
2021-12-03 00:00:00,,,,2840.030029296875
2021-12-06 00:00:00,,,,2863.10009765625
2021-12-07 00:00:00,,,,2945.389892578125
2021-12-08 00:00:00,,,,2963.72998046875
2021-12-09 00:00:00,,,,2952.77001953125
2021-12-10 00:00:00,,,,2960.030029296875
2021-12-13 00:00:00,,,,2916.530029296875
2021-12-14 00:00:00,,,,2878.139892578125
